,Day,Plate,Well,Culture,Media,Growth Rate,Time to Max Growth,Saturation OD,Rsq
290,1,Plate 4,A3,142,TSB,0.80432014,3.833333333,1.033281191,0.999453513
291,1,Plate 4,A4,159,TSB,0.842550781,3,0.943419211,0.996759264
292,1,Plate 4,A5,905,TSB,0.321127214,11.5,0.506009293,0.999492363
293,1,Plate 4,A6,234,TSB,1.263208035,3.833333333,1.054281015,0.997238752
294,1,Plate 4,A7,245,TSB,1.254369006,3,1.242315708,0.995033436
295,1,Plate 4,A8,254,TSB,1.258970415,2.666666667,1.213944144,0.996220781
296,1,Plate 4,A9,907,TSB,0,18.01666667,0.023140265,0
297,1,Plate 4,A10,255,TSB,0.753213079,3.666666667,0.967986566,0.997259353
298,1,Plate 4,A11,256,TSB,0.830040188,2.666666667,0.963142497,0.999806681
299,1,Plate 4,A12,908,TSB,0,18.01666667,0.019,0
300,1,Plate 4,B1,258,TSB,1.1442202,3.333333333,1.021855126,0.994714897
301,1,Plate 4,B2,229,TSB,1.125350366,5,0.887711756,0.998378677
302,1,Plate 4,B3,912,TSB,0.8741166,2,1.045136783,0.997851939
303,1,Plate 4,B4,233,TSB,1.017183155,4,1.073136137,0.997865871
304,1,Plate 4,B5,913,TSB,0.937652271,1.833333333,1.06785655,0.996075107
305,1,Plate 4,B6,259,TSB,0.522310831,4,0.883130954,0.999761096
306,1,Plate 4,B7,265,TSB,0,18.01666667,1.494062115,0
307,1,Plate 4,B8,266,TSB,1.278650664,3,1.032136162,0.992302998
308,1,Plate 4,B9,267,TSB,0.607464708,10.5,0.962030735,0.998321901
309,1,Plate 4,B10,269,TSB,0.730462228,4,1.003564906,0.99859594
310,1,Plate 4,B11,914,TSB,1.09284158,1.666666667,1.093845329,0.996062475
311,1,Plate 4,B12,270,TSB,0.776128869,4,1.267423513,0.998933823
312,1,Plate 4,C1,271,TSB,0.741894931,3,0.984422216,0.999092078
313,1,Plate 4,C2,915,TSB,1.071286677,1.833333333,1.084996444,0.997206028
314,1,Plate 4,C3,272,TSB,0.982152454,3.333333333,1.054422363,0.998298562
315,1,Plate 4,C4,916,TSB,0.857216079,1.833333333,1.002995583,0.997907233
316,1,Plate 4,C5,274,TSB,1.261275782,3,1.028711686,0.990803369
317,1,Plate 4,C6,277,TSB,0.835691,2.666666667,1.023283659,0.998706498
318,1,Plate 4,C7,278,TSB,0.619294844,2.833333333,1.119360765,0.998847791
319,1,Plate 4,C8,257,TSB,1.143856923,3.166666667,1.005285328,0.995061584
320,1,Plate 4,C9,279,TSB,0.521615295,4.333333333,1.034142522,0.999839813
321,1,Plate 4,C10,917,TSB,0.534393419,2.666666667,0.966697315,0.999207735
322,1,Plate 4,C11,923,TSB,0.680885239,5.833333333,0.982850544,0.999368418
323,1,Plate 4,C12,280,TSB,0.911707267,3,1.426856699,0.998601199
324,1,Plate 4,D1,286,TSB,0.734659232,2.833333333,1.413712193,0.996586827
325,1,Plate 4,D2,924,TSB,0.54948481,2.666666667,1.085992367,0.997237855
326,1,Plate 4,D3,925,TSB,0.788600883,3.166666667,1.113851829,0.997550551
327,1,Plate 4,D4,928,TSB,1.237052494,2.5,1.325074603,0.997319767
328,1,Plate 4,D5,293,TSB,1.458449277,2.666666667,1.064745727,0.990057767
329,1,Plate 4,D6,929,TSB,0.79939821,2.333333333,1.124200497,0.996427423
330,1,Plate 4,D7,294,TSB,0.79747555,2.833333333,1.006709505,0.997710184
331,1,Plate 4,D8,295,TSB,0.964569838,2.5,0.941284544,0.993073543
332,1,Plate 4,D9,296,TSB,0.504047532,6.833333333,0.927139402,0.995148009
333,1,Plate 4,D10,930,TSB,1.14324636,2.666666667,1.283229164,0.998134236
334,1,Plate 4,D11,297,TSB,0.678827673,3.666666667,1.062125162,0.999224661
335,1,Plate 4,D12,931,TSB,0.754851479,1.5,1.13226786,0.995518984
336,1,Plate 4,E1,284,TSB,0.986714069,2.833333333,1.308218932,0.998490351
337,1,Plate 4,E2,932,TSB,0.890987776,3.5,1.007713901,0.99824227
338,1,Plate 4,E3,298,TSB,0.732946335,4.166666667,1.04928113,0.999703587
339,1,Plate 4,E4,299,TSB,0.797327494,2.666666667,1.037855569,0.999287058
340,1,Plate 4,E5,341,TSB,0.910216898,2.833333333,1.058994605,0.999249411
341,1,Plate 4,E6,933,TSB,0.808269388,2.833333333,1.111423966,0.999894839
342,1,Plate 4,E7,305,TSB,0,18.01666667,0.024698806,0
343,1,Plate 4,E8,306,TSB,0,18.01666667,0.025276377,0
344,1,Plate 4,E9,934,TSB,0.836718573,2.833333333,1.131704089,0.999976816
345,1,Plate 4,E10,308,TSB,0.688857539,3.666666667,1.026695056,0.999726584
346,1,Plate 4,E11,935,TSB,0.728174955,2.166666667,1.286856826,0.999639133
347,1,Plate 4,E12,937,TSB,0.784755476,3.833333333,1.285018383,0.999829286
348,1,Plate 4,F1,316,TSB,1.036382279,2.833333333,0.950714028,0.995280345
349,1,Plate 4,F2,938,TSB,0.78948769,2.833333333,1.039139636,0.99785357
350,1,Plate 4,F3,944,TSB,0,18.01666667,0.026135029,0
351,1,Plate 4,F4,319,TSB,1.058937953,2.666666667,0.99241966,0.998847362
352,1,Plate 4,F5,322,TSB,1.107635104,3.166666667,1.067569976,0.992819969
353,1,Plate 4,F6,945,TSB,1.13454152,2.333333333,0.522002216,0.995838303
354,1,Plate 4,F7,947,TSB,0.699962338,4.833333333,1.500948943,0.995616067
355,1,Plate 4,F8,323,TSB,0.855605019,3.833333333,0.999855367,0.99928746
356,1,Plate 4,F9,0,TSB,0,18.01666667,0.035096685,0
357,1,Plate 4,F10,954,TSB,0,18.01666667,0.021,0
358,1,Plate 4,F11,332,TSB,0.799878804,2.333333333,0.973855317,0.998272745
359,1,Plate 4,F12,956,TSB,0,18.01666667,0.044801912,0
360,1,Plate 4,G1,333,TSB,0.99455619,3.666666667,1.043141977,0.996037507
361,1,Plate 4,G2,334,TSB,1.303490088,3.333333333,0.997995134,0.994314983
362,1,Plate 4,G3,958,TSB,0,18.01666667,0.02811577,0
363,1,Plate 4,G4,335,TSB,0.809357878,3,0.978417318,0.999910267
364,1,Plate 4,G5,336,TSB,0,18.01666667,0.02912626,0
365,1,Plate 4,G6,229,TSB,0.940404455,4.333333333,0.881419694,0.99846579
366,1,Plate 4,G7,233,TSB,1.049300533,3.333333333,1.057569286,0.996108861
367,1,Plate 4,G8,257,TSB,0.968207903,2.833333333,1.008999433,0.998224573
368,1,Plate 4,G9,284,TSB,1.004352348,2.333333333,1.039711714,0.99659818
369,1,Plate 4,G10,341,TSB,0.864413282,3,1.041854477,0.998868859
370,1,Plate 4,G11,959,TSB,0.531783576,10.5,0.5178374,0.991467787
371,1,Plate 4,G12,337,TSB,0.924719012,2.666666667,1.04813051,0.998683817
372,1,Plate 4,H1,338,TSB,0.863573312,3,0.99556987,0.999633494
373,1,Plate 4,H2,339,TSB,1.336036721,2.833333333,1.412613601,0.991563047
374,1,Plate 4,H3,342,TSB,0.708742761,3.333333333,1.061710286,0.99837369
375,1,Plate 4,H4,343,TSB,0.470526753,4,1.052119426,0.998532038
376,1,Plate 4,H5,961,TSB,0,18.01666667,0.028567128,0
377,1,Plate 4,H6,344,TSB,0.634352958,3.833333333,0.9305693,0.999578806
378,1,Plate 4,H7,346,TSB,0.783576571,3.5,0.999849652,0.997960518
379,1,Plate 4,H8,347,TSB,0.618525787,5.5,1.00757074,0.998500434
380,1,Plate 4,H9,348,TSB,0.896217159,2.5,1.044711726,0.998214793
381,1,Plate 4,H10,963,TSB,0,18.01666667,0.027282013,0
382,1,Plate 4,H11,349,TSB,0.827037299,3.5,1.429567344,0.999741683
383,1,Plate 4,H12,350,TSB,0,18.01666667,0.02,0
384,2,Plate 1,A1,101,TSB,0.725975997,2.333333333,1.059425352,0.999564191
385,2,Plate 1,A2,105,TSB,0.709747178,4,1.06599678,0.999206801
386,2,Plate 1,A3,110,TSB,0.736122588,2.666666667,1.026854438,0.999735479
387,2,Plate 1,A4,111,TSB,0.735582094,3,1.021713207,0.999910487
388,2,Plate 1,A5,182,TSB,0.66275427,3,1.096422593,0.999254298
389,2,Plate 1,A6,201,TSB,0.537147986,6.833333333,1.090710395,0.999114874
390,2,Plate 1,A7,202,TSB,0.527408155,7.166666667,1.071139732,0.99924478
391,2,Plate 1,A8,204,TSB,0.812983478,2.5,1.08213963,0.997235596
392,2,Plate 1,A9,205,TSB,0.681796143,2.333333333,0.840849567,0.999293714
393,2,Plate 1,A10,207,TSB,0.648206404,2.5,0.857141287,0.999689081
394,2,Plate 1,A11,208,TSB,0.642519466,2.833333333,1.242855599,0.998810425
395,2,Plate 1,A12,209,TSB,0.811328363,2.666666667,1.327995048,0.998569823
396,2,Plate 1,B1,210,TSB,0.719926448,4.833333333,1.065996783,0.998957983
397,2,Plate 1,B2,211,TSB,0.670679073,5.666666667,0.891842168,0.998948274
398,2,Plate 1,B3,214,TSB,0.750955686,4.333333333,1.063851574,0.999363378
399,2,Plate 1,B4,215,TSB,0.580777543,5.5,1.042567197,0.99915845
400,2,Plate 1,B5,217,TSB,0.707208501,3.166666667,1.024426498,0.999702114
401,2,Plate 1,B6,218,TSB,0.749698205,3.833333333,1.046996586,0.99981628
402,2,Plate 1,B7,0,TSB,0,18.01666667,0.027800015,0
403,2,Plate 1,B8,220,TSB,0.679024319,4.5,1.021427331,0.999877743
404,2,Plate 1,B9,221,TSB,0.775929119,3.166666667,1.145561358,0.999346305
405,2,Plate 1,B10,222,TSB,0.759418308,4.666666667,1.006712907,0.998459021
406,2,Plate 1,B11,223,TSB,0.702020207,3.666666667,1.228428239,0.999853207
407,2,Plate 1,B12,224,TSB,0.881855926,2.833333333,1.134137508,0.998741101
408,2,Plate 1,C1,225,TSB,0.644380706,2.833333333,1.317833559,0.999322091
409,2,Plate 1,C2,226,TSB,0.517303637,9.183333333,0.897423499,0.999748612
410,2,Plate 1,C3,227,TSB,0.652143146,3.333333333,0.797556585,0.997006899
411,2,Plate 1,C4,228,TSB,0.643305114,4.5,1.103412677,0.999607785
412,2,Plate 1,C5,229,TSB,0.662421442,3.666666667,0.933135135,0.999306483
413,2,Plate 1,C6,230,TSB,0.546657202,5.5,1.039710887,0.998811716
414,2,Plate 1,C7,231,TSB,0.663231857,4.666666667,1.097214304,0.997605343
415,2,Plate 1,C8,232,TSB,0.64267064,14.35,0.699528143,0.999654425
416,2,Plate 1,C9,233,TSB,0.807103793,3,1.111713423,0.999464041
417,2,Plate 1,C10,235,TSB,0.677094409,4,0.949570999,0.99966504
418,2,Plate 1,C11,236,TSB,0.610915435,5,1.009279811,0.998869771
419,2,Plate 1,C12,237,TSB,0.818899637,3.166666667,1.01056961,0.999907409
420,2,Plate 1,D1,238,TSB,0.787403538,3,1.076856423,0.998640393
421,2,Plate 1,D2,239,TSB,0.839882261,2.833333333,1.377710891,0.999361744
422,2,Plate 1,D3,240,TSB,0.781250079,2.833333333,1.09714228,0.998847084
423,2,Plate 1,D4,241,TSB,0.644428578,4.5,1.044134852,0.999538111
424,2,Plate 1,D5,242,TSB,0.780319887,2.666666667,1.05442493,0.999285002
425,2,Plate 1,D6,243,TSB,0.721410821,3.833333333,1.051711743,0.999628879
426,2,Plate 1,D7,244,TSB,0.716303319,3,1.05842778,0.99786464
427,2,Plate 1,D8,248,TSB,0.632494109,3.166666667,1.071855886,0.999295193
428,2,Plate 1,D9,249,TSB,0.793455948,2.5,0.875854951,0.997233759
429,2,Plate 1,D10,250,TSB,0.73801032,2.666666667,1.089274201,0.999398569
430,2,Plate 1,D11,251,TSB,0.708222212,2.5,0.743135264,0.997638132
431,2,Plate 1,D12,252,TSB,0.7257932,2.5,0.971280606,0.998230792
432,2,Plate 1,E1,253,TSB,0.704460021,2.833333333,1.037570898,0.999567255
433,2,Plate 1,E2,257,TSB,0.919199943,3.166666667,1.494571347,0.998847763
434,2,Plate 1,E3,260,TSB,0.595224286,4,1.328696905,0.998460711
435,2,Plate 1,E4,261,TSB,0.86229931,3.166666667,0.863135001,0.997639377
436,2,Plate 1,E5,262,TSB,0.593857868,6.833333333,1.266267791,0.997749151
437,2,Plate 1,E6,263,TSB,0.626731707,3,0.963568484,0.99921554
438,2,Plate 1,E7,264,TSB,0.60636026,2.666666667,1.058140774,0.99868533
439,2,Plate 1,E8,273,TSB,0.777287815,2.833333333,0.952708019,0.996956192
440,2,Plate 1,E9,282,TSB,0.797076388,2.666666667,1.087280626,0.997233866
441,2,Plate 1,E10,283,TSB,0.728829392,2.666666667,1.076138549,0.998174788
442,2,Plate 1,E11,284,TSB,0.896462863,2.833333333,1.053711612,0.996139878
443,2,Plate 1,E12,285,TSB,0.934382327,3,1.134851421,0.997862472
444,2,Plate 1,F1,287,TSB,0.782302275,3.166666667,1.064422552,0.999480196
445,2,Plate 1,F2,288,TSB,0.782787764,3,1.066849983,0.998522831
446,2,Plate 1,F3,289,TSB,0.875372735,2.833333333,1.063284543,0.999242505
447,2,Plate 1,F4,290,TSB,0.82844687,3,1.052279777,0.999201317
448,2,Plate 1,F5,291,TSB,0.75293012,4.333333333,1.025140985,0.998515651
449,2,Plate 1,F6,292,TSB,0.733948529,3.166666667,1.056283046,0.999935619
450,2,Plate 1,F7,300,TSB,0.710091174,2.666666667,1.069426586,0.998667758
451,2,Plate 1,F8,301,TSB,0.708922849,4.166666667,0.966142794,0.999726449
452,2,Plate 1,F9,302,TSB,0.683222948,3.833333333,0.95571403,0.999659917
453,2,Plate 1,F10,303,TSB,0.63377963,3,1.02628102,0.9998169
454,2,Plate 1,F11,307,TSB,0.660623679,4.666666667,0.826424445,0.999639983
455,2,Plate 1,F12,0,TSB,0,18.01666667,0.025208919,0
456,2,Plate 1,G1,310,TSB,0.773478433,4.5,1.029568671,0.999426808
457,2,Plate 1,G2,311,TSB,0.620090094,3.166666667,0.784989809,0.996761488
458,2,Plate 1,G3,312,TSB,1.246963793,2.5,1.109856573,0.993374746
459,2,Plate 1,G4,313,TSB,0.672025584,2.166666667,0.775154971,0.999289979
460,2,Plate 1,G5,314,TSB,0.607918168,4,0.991854486,0.999732618
461,2,Plate 1,G6,229,TSB,0.647141116,3.166666667,0.932710956,0.999068721
462,2,Plate 1,G7,233,TSB,0.748764631,3,1.123566108,0.999378523
463,2,Plate 1,G8,257,TSB,0.821883268,3,1.014714185,0.998856322
464,2,Plate 1,G9,284,TSB,0.803500785,2.5,1.062283332,0.997474275
465,2,Plate 1,G10,341,TSB,1.029759545,2.833333333,1.049426548,0.998522628
466,2,Plate 1,G11,901,TSB,0.784891509,2.833333333,0.997986972,0.999287043
467,2,Plate 1,G12,902,TSB,0.729162064,3.833333333,1.012712209,0.999160726
468,2,Plate 1,H1,317,TSB,0.704270088,2.833333333,1.06485628,0.99890109
469,2,Plate 1,H2,318,TSB,0.761112413,3.666666667,1.040855711,0.999807208
470,2,Plate 1,H3,320,TSB,0.610330874,2.833333333,1.038713912,0.999579813
471,2,Plate 1,H4,321,TSB,0.706054598,3,0.795681251,0.997921141
472,2,Plate 1,H5,324,TSB,0.676451698,3,1.03213781,0.999441845
473,2,Plate 1,H6,325,TSB,0.710863033,3.5,1.051855726,0.999885287
474,2,Plate 1,H7,326,TSB,0.607346725,2.5,1.025267268,0.999463693
475,2,Plate 1,H8,327,TSB,0.838601549,2.5,0.803847982,0.999114102
476,2,Plate 1,H9,330,TSB,0.732751546,4.333333333,1.030713909,0.998039881
477,2,Plate 1,H10,331,TSB,0.897679325,2.5,1.02156809,0.998852436
478,2,Plate 1,H11,340,TSB,0.744621898,2.666666667,0.93999696,0.9974143
479,2,Plate 1,H12,341,TSB,0.85934643,2.5,1.065997453,0.999162748
480,2,Plate 2,A1,101,TSB,0.756816191,3.666666667,1.063139306,0.99997765
481,2,Plate 2,A2,105,TSB,0.759266304,3.833333333,1.055137924,0.999956349
482,2,Plate 2,A3,110,TSB,0.795165712,3.166666667,1.025855829,0.99986332
483,2,Plate 2,A4,111,TSB,0.777677629,3.166666667,1.013713198,0.999891449
484,2,Plate 2,A5,182,TSB,0.621993201,3.166666667,1.083706543,0.999394422
485,2,Plate 2,A6,201,TSB,0.540409105,7.016666667,1.074843573,0.999086843
486,2,Plate 2,A7,202,TSB,0.540285367,7.183333333,1.069409453,0.99935172
487,2,Plate 2,A8,204,TSB,0.745663905,2.666666667,1.074712329,0.999121765
488,2,Plate 2,A9,205,TSB,0.627507957,4.166666667,0.83199897,0.999584485
489,2,Plate 2,A10,207,TSB,0.596669385,4.666666667,0.842140749,0.998523946
490,2,Plate 2,A11,208,TSB,0.660078165,5.333333333,1.041996573,0.996848436
491,2,Plate 2,A12,209,TSB,0.682851214,2.666666667,1.056426697,0.9985909
492,2,Plate 2,B1,210,TSB,0.723308645,5,1.007412696,0.998966518
493,2,Plate 2,B2,211,TSB,0.676590688,5.683333333,0.886984683,0.999004017
494,2,Plate 2,B3,214,TSB,0.748644601,4.333333333,1.052136272,0.999582323
495,2,Plate 2,B4,215,TSB,0.604056879,5.333333333,1.030855835,0.999312112
496,2,Plate 2,B5,217,TSB,0.736707995,3.166666667,1.013570461,0.999797056
497,2,Plate 2,B6,218,TSB,0.810935139,3.666666667,1.039546435,0.999934418
498,2,Plate 2,B7,0,TSB,0,18.01666667,0.029326231,0
499,2,Plate 2,B8,220,TSB,0.680399549,4.333333333,1.109427174,0.999975062
500,2,Plate 2,B9,221,TSB,0.665344521,3.333333333,1.056142529,0.999748889
501,2,Plate 2,B10,222,TSB,0.731802008,4.666666667,0.990712885,0.998378831
502,2,Plate 2,B11,223,TSB,0.708983537,3.666666667,1.009713335,0.999774242
503,2,Plate 2,B12,224,TSB,0.897027134,2.833333333,1.135852685,0.998759345
504,2,Plate 2,C1,225,TSB,0.636399058,3,1.344240507,0.999157424
505,2,Plate 2,C2,226,TSB,0.493370666,9.016666667,0.901995882,0.999811212
506,2,Plate 2,C3,227,TSB,0.668473967,3.166666667,0.752989376,0.998285401
507,2,Plate 2,C4,228,TSB,0.6532917,2,1.087991198,0.997419477
508,2,Plate 2,C5,229,TSB,0.671573855,3.333333333,0.911569412,0.998834979
509,2,Plate 2,C6,230,TSB,0.566675392,5.5,1.01256778,0.998895399
510,2,Plate 2,C7,231,TSB,0.659977102,4.5,1.105926028,0.997892691
511,2,Plate 2,C8,232,TSB,0.649899492,14.01666667,0.74974045,0.999556723
512,2,Plate 2,C9,233,TSB,0.693468413,3.333333333,1.096141889,0.99967161
513,2,Plate 2,C10,235,TSB,0.701507441,4,0.954856929,0.999736414
514,2,Plate 2,C11,236,TSB,0.616227996,5,1.004281625,0.999164792
515,2,Plate 2,C12,237,TSB,0.787649375,3.166666667,1.011427036,0.99985351
516,2,Plate 2,D1,238,TSB,0.62966044,3.166666667,1.095141757,0.999962057
517,2,Plate 2,D2,239,TSB,0.724581095,4.166666667,1.404856998,0.999854313
518,2,Plate 2,D3,240,TSB,0.762195504,3.166666667,1.066997594,0.999790668
519,2,Plate 2,D4,241,TSB,0.666920872,4.333333333,1.028137925,0.999831077
520,2,Plate 2,D5,242,TSB,0.72380267,2.666666667,1.037284238,0.999653603
521,2,Plate 2,D6,243,TSB,0.746990875,3.666666667,1.048690105,0.999878419
522,2,Plate 2,D7,244,TSB,0.702007632,3,1.048284389,0.998115126
523,2,Plate 2,D8,248,TSB,0.601709667,3.5,1.053571177,0.999178336
524,2,Plate 2,D9,249,TSB,0.759142421,2.666666667,0.869998357,0.996938378
525,2,Plate 2,D10,250,TSB,0.692284833,2.833333333,1.110090822,0.999698202
526,2,Plate 2,D11,251,TSB,0.562262259,2.5,0.748846969,0.999530587
527,2,Plate 2,D12,252,TSB,0.719324189,2.5,0.974555891,0.99837928
528,2,Plate 2,E1,253,TSB,0.642892791,3.833333333,1.033142245,0.999852181
529,2,Plate 2,E2,257,TSB,0.783353935,2.833333333,1.487857006,0.999090871
530,2,Plate 2,E3,260,TSB,0.612588871,6.35,1.421840904,0.998670926
531,2,Plate 2,E4,261,TSB,0.914950091,3.166666667,0.851280388,0.996644756
532,2,Plate 2,E5,262,TSB,0.598964683,6.85,1.181800455,0.997712938
533,2,Plate 2,E6,263,TSB,0.630148695,3,0.958711347,0.999079158
534,2,Plate 2,E7,264,TSB,0.62235182,2.833333333,1.048284117,0.998442941
535,2,Plate 2,E8,273,TSB,0.657878754,2.833333333,0.937280879,0.998835186
536,2,Plate 2,E9,282,TSB,0.725008594,2.5,1.074568255,0.998670529
537,2,Plate 2,E10,283,TSB,0.668853224,2.666666667,1.066566756,0.998676525
538,2,Plate 2,E11,284,TSB,0.727504458,2.833333333,1.057997433,0.998613739
539,2,Plate 2,E12,285,TSB,0.84974574,3,1.133281084,0.999209138
540,2,Plate 2,F1,287,TSB,0.71493366,3.5,1.041853247,0.999863964
541,2,Plate 2,F2,288,TSB,0.754083026,3.166666667,1.059565792,0.999834498
542,2,Plate 2,F3,289,TSB,0.929372549,2.833333333,1.373268045,0.998991435
543,2,Plate 2,F4,290,TSB,0.821273737,3,1.03013808,0.999170478
544,2,Plate 2,F5,291,TSB,0.670081422,4.333333333,1.016284911,0.998797097
545,2,Plate 2,F6,292,TSB,0.788326119,2.666666667,1.041281771,0.999008765
546,2,Plate 2,F7,300,TSB,0.694021059,2.5,1.06899746,0.998222437
547,2,Plate 2,F8,301,TSB,0.69143474,4.166666667,0.969713591,0.999636413
548,2,Plate 2,F9,302,TSB,0.677953938,3.666666667,0.960712248,0.999840931
549,2,Plate 2,F10,303,TSB,0.636451307,3,1.018998037,0.999649366
550,2,Plate 2,F11,307,TSB,0.637042153,4.666666667,0.837426376,0.999603435
551,2,Plate 2,F12,0,TSB,0,18.01666667,0.025418397,0
552,2,Plate 2,G1,310,TSB,0.749177225,4.5,1.010998163,0.999186694
553,2,Plate 2,G2,311,TSB,0.628740115,5.5,0.762706671,0.998658923
554,2,Plate 2,G3,312,TSB,1.127400057,2.5,1.09628523,0.995016276
555,2,Plate 2,G4,313,TSB,0.732568085,4,0.767457747,0.999874843
556,2,Plate 2,G5,314,TSB,0.573802382,4.166666667,0.974994285,0.999716903
557,2,Plate 2,G6,229,TSB,0.637152295,3.166666667,0.910142633,0.998847308
558,2,Plate 2,G7,233,TSB,0.68768022,3.166666667,1.104856829,0.999710823
559,2,Plate 2,G8,257,TSB,0.738679145,2.833333333,1.013285473,0.999150509
560,2,Plate 2,G9,284,TSB,0.663346854,2.666666667,1.05713996,0.998646615
561,2,Plate 2,G10,341,TSB,0.895601904,2.833333333,1.045140748,0.998920333
562,2,Plate 2,G11,901,TSB,0.833862939,2.666666667,0.978983498,0.999424847
563,2,Plate 2,G12,902,TSB,0.745832092,3.666666667,1.015140686,0.999423861
564,2,Plate 2,H1,317,TSB,0.755600086,2.666666667,1.039855436,0.999326823
565,2,Plate 2,H2,318,TSB,0.743916953,3.5,1.028998889,0.999920857
566,2,Plate 2,H3,320,TSB,0.615709977,3,1.02628325,0.999313227
567,2,Plate 2,H4,321,TSB,0.692089291,3,0.792396808,0.998421786
568,2,Plate 2,H5,324,TSB,0.614710896,4.5,1.021850224,0.999781962
569,2,Plate 2,H6,325,TSB,0.730816163,4,1.024569913,0.999393636
570,2,Plate 2,H7,326,TSB,0.575190094,5.333333333,1.005557772,0.997821835
571,2,Plate 2,H8,327,TSB,0.754612979,2.5,0.802421285,0.999289857
572,2,Plate 2,H9,330,TSB,0.744675412,4.333333333,1.010274727,0.998424977
573,2,Plate 2,H10,331,TSB,0.794228371,2.666666667,1.010845645,0.999151221
574,2,Plate 2,H11,340,TSB,0.708065624,2.666666667,0.929281914,0.998033544
575,2,Plate 2,H12,341,TSB,0.853039192,2.5,1.062140782,0.999330099
576,2,Plate 3,A1,117,TSB,0.747896004,3.85,0.995138198,0.999890929
577,2,Plate 3,A2,904,TSB,0.51273324,5.85,0.905691597,0.999917002
578,2,Plate 3,A3,142,TSB,0.880485122,3.683333333,1.08928326,0.999301283
579,2,Plate 3,A4,159,TSB,0.791917749,3.683333333,0.970428298,0.999908322
580,2,Plate 3,A5,905,TSB,0,18.01666667,0.030553466,0
